,GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
70503,6 SNOWDEN AV,22:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,3,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663086128,2022-09-14T02:28:54.000Z
70504,65 WALLER AV,38:07.0,,41.0265802,-73.7628063,,Waller Avenue,,,Westchester County,New York,,,ChIJ0aFPqzuUwokR7maBggFgnbk,2,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061887,2022-09-13T14:27:05.000Z
70506,67 WALLER AV,38:05.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061885,2022-09-13T14:27:05.000Z
70507,68 WALLER AV,38:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,3,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061888,2022-09-13T14:27:05.000Z
70508,69 WALLER AV,38:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061890,2022-09-13T14:27:05.000Z
70509,7 CALVIN CT,11:01.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663099861,2022-09-14T02:28:54.000Z
70510,7 SNOWDEN AV,55:53.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663088153,2022-09-13T23:28:27.000Z
70511,70 WALLER AV,38:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061889,2022-09-13T14:27:05.000Z
70512,71 WALLER AV,38:10.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061891,2022-09-13T14:27:05.000Z
70515,8101 S PARK LA,26:45.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,1,2022-09-13T04:00:00.000Z,1663104405,2022-09-14T02:28:54.000Z
70519,908 THE PARKWAY,58:36.0,,39.9829858,-74.2135159,,Garden State Parkway,,,,New Jersey,,,ChIJmyBd3-FuwYkRU8Acq-tRB90,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663066716,2022-09-13T14:27:06.000Z
70522,10 SNOWDEN AV,02:50.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,5,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663002170,2022-09-12T23:24:48.000Z
70523,11,34:22.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662964463,2022-09-12T17:23:54.000Z
70524,12,02:48.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663002169,2022-09-13T05:25:35.000Z
70525,14,31:53.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662960713,2022-09-12T11:22:58.000Z
70527,15,38:41.0,,40.7851704,-73.7998435,,15th Drive,,Queens,Queens County,New York,,,ChIJfT6LOpSKwokRJuozJbv6pp4,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662964721,2022-09-12T11:22:59.000Z
70528,17,17:17.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,16,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662967037,2022-09-12T17:23:56.000Z
70529,17,44:57.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,16,Service Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663022698,2022-09-13T02:25:13.000Z
70530,2 SNOWDEN AV,03:29.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663002210,2022-09-12T23:24:50.000Z
70531,25 TREETOP LA,48:35.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,4,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662961715,2022-09-12T11:23:00.000Z
70533,26,27:59.0,,40.777202,-73.9150901,,26th Street,,Queens,Queens County,New York,,,ChIJGWb7A11fwokRr7rY6zW_p1o,2,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662985680,2022-09-12T17:24:00.000Z
70534,29,47:26.0,,40.7659885,-73.9243365,,29th Street,,Queens,Queens County,New York,,,ChIJfTJUajhfwokRiCej9JDN8sI,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662968846,2022-09-12T11:23:00.000Z
70535,3 ACORN LA,34:04.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,3,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662957244,2022-09-12T11:23:01.000Z
70537,3211 BEAVER DR,37:50.0,,40.7051116,-74.0106067,,Beaver Street,,Manhattan,New York County,New York,,,ChIJQzjdmRZawokRWjd4S5Pjp04,1,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662957470,2022-09-12T11:23:01.000Z
70539,4 SNOWDEN AV,03:29.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663002209,2022-09-12T23:24:51.000Z
70540,5,33:11.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662957191,2022-09-13T05:25:38.000Z
70542,6 SNOWDEN AV,03:27.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,3,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663002208,2022-09-12T23:24:51.000Z
70544,7 SNOWDEN AV,50:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1663005009,2022-09-12T23:24:51.000Z
70552,895 HOLYOKE RD,15:40.0,,40.8260001,-73.8861442,,State Route 895,West Bronx,The Bronx,Bronx County,New York,,,ChIJvyRwbvf0wokRzbP2T5vS3Gs,1,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-12T04:00:00.000Z,1662959741,2022-09-12T11:23:07.000Z
70557,1 MATILDA ST,43:49.0,,40.9013015,-73.854515,,Matilda Avenue,East Bronx,The Bronx,Bronx County,New York,,,ChIJN_w_btrywokR-K3dRhnyVYM,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-07T04:00:00.000Z,1662569030,2022-09-12T02:19:25.000Z
70566,150 WHIPPOORWILL RD,00:55.0,,40.7190036,-73.8121073,,150th Street,,Queens,Queens County,New York,,,ChIJSW6nEOlgwokR1d4MK-zf9t8,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-07T04:00:00.000Z,1662566456,2022-09-12T02:19:39.000Z
70628,25,45:19.0,,40.7778178,-73.9156322,,25th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJmSrEukRfwokR8yr3nE8FIes,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-07T04:00:00.000Z,1662590720,2022-09-12T02:20:00.000Z
70719,54 ALLAPARTUS RD,02:21.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-07T04:00:00.000Z,1662530542,2022-09-12T02:20:20.000Z
70743,57,52:25.0,,40.7421625,-73.9082775,,57th Street,,Queens,Queens County,New York,,,ChIJ7Xfz0htfwokR9QztqqDyEEI,4,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-07T04:00:00.000Z,1662544346,2022-09-12T02:20:23.000Z
70750,61 EMBREE ST,35:19.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-07T04:00:00.000Z,1662597320,2022-09-12T02:20:24.000Z
70753,654 FRANCIS ST,08:46.0,,40.7241362,-73.7639261,,Francis Lewis Boulevard,,Queens,Queens County,New York,,,ChIJ5ey5XHRhwokR0cPIB-KaTZg,1,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Equipment Problem,1,2022-09-07T04:00:00.000Z,1662523726,2022-09-12T02:20:26.000Z
70754,658 FRANCIS ST,08:46.0,,40.7241362,-73.7639261,,Francis Lewis Boulevard,,Queens,Queens County,New York,,,ChIJ5ey5XHRhwokR0cPIB-KaTZg,1,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Equipment Problem,1,2022-09-07T04:00:00.000Z,1662523727,2022-09-12T02:20:26.000Z
70756,661 FRANCIS ST,08:45.0,,40.7241362,-73.7639261,,Francis Lewis Boulevard,,Queens,Queens County,New York,,,ChIJ5ey5XHRhwokR0cPIB-KaTZg,1,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Equipment Problem,1,2022-09-07T04:00:00.000Z,1662523725,2022-09-12T02:20:27.000Z
70757,665 FRANCIS ST,08:45.0,,40.7241362,-73.7639261,,Francis Lewis Boulevard,,Queens,Queens County,New York,,,ChIJ5ey5XHRhwokR0cPIB-KaTZg,1,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Equipment Problem,1,2022-09-07T04:00:00.000Z,1662523726,2022-09-12T02:20:27.000Z
70758,668 FRANCIS ST,08:46.0,,40.7241362,-73.7639261,,Francis Lewis Boulevard,,Queens,Queens County,New York,,,ChIJ5ey5XHRhwokR0cPIB-KaTZg,1,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Equipment Problem,1,2022-09-07T04:00:00.000Z,1662523726,2022-09-12T02:20:27.000Z
70828,103 WORTHINGTON RD,51:55.0,,40.7547322,-73.8651395,,103rd Street,,Queens,Queens County,New York,,,ChIJnX7BkMBfwokRLVY2fKqyeRc,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-06T04:00:00.000Z,1662457916,2022-09-12T02:19:27.000Z
70829,105 CALVERT ST,50:55.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-06T04:00:00.000Z,1662472255,2022-09-12T02:19:27.000Z
70831,109 COUNTRY CLUB LA,39:25.0,,40.8425347,-73.820464,,,Country Club,The Bronx,Bronx County,New York,,,ChIJ27tOVkKLwokR7OxXAlQgd7U,1,Service Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Fallen Tree or Branches,1,2022-09-06T04:00:00.000Z,1662489566,2022-09-12T02:19:28.000Z
70832,11,22:43.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-06T04:00:00.000Z,1662477764,2022-09-12T02:19:28.000Z
70836,114,50:38.0,,40.7549562,-73.8538398,,114th Street,,Queens,Queens County,New York,,,ChIJLQSZxMJfwokRMmK86CLfc1c,64,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-06T04:00:00.000Z,1662519039,2022-09-12T02:19:31.000Z
70837,12,11:29.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-06T04:00:00.000Z,1662477090,2022-09-12T02:19:32.000Z
70839,127 COUNTRY CLUB LA,25:40.0,,40.8425347,-73.820464,,,Country Club,The Bronx,Bronx County,New York,,,ChIJ27tOVkKLwokR7OxXAlQgd7U,1,Service Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Fallen Tree or Branches,1,2022-09-06T04:00:00.000Z,1662485141,2022-09-12T02:19:33.000Z
70840,13,31:41.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,9,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-06T04:00:00.000Z,1662438701,2022-09-12T02:19:34.000Z
